,riotIdGameName,games_played,win_y,challenges.damagePerMinute,challenges.dodgeSkillShotsSmallWindow,challenges.goldPerMinute,challenges.kda,challenges.killParticipation,challenges.laneMinionsFirst10Minutes,challenges.quickSoloKills,challenges.saveAllyFromDeath,challenges.skillshotsDodged,challenges.survivedSingleDigitHpCount,challenges.teamDamagePercentage,challenges.visionScorePerMinute,assists,assistMePings,championId,damageDealtToBuildings,damageDealtToObjectives,dangerPings,enemyMissingPings,kills,deaths,dragonKills,challenges.earlyLaningPhaseGoldExpAdvantage,challenges.laningPhaseGoldExpAdvantage,champExperience,goldEarned,neutralMinionsKilled,totalAllyJungleMinionsKilled,totalEnemyJungleMinionsKilled,totalMinionsKilled,challenges.maxCsAdvantageOnLaneOpponent,gameDuration,challenges.turretPlatesTaken,challenges.soloKills,challenges.damageTakenOnTeamPercentage,totalTimeSpentDead,champLevel,challenges.maxLevelLeadLaneOpponent,totalHealsOnTeammates,challenges.effectiveHealAndShielding,totalTimeCCDealt,challenges.wardTakedownsBefore20M,junglecsPerMinute,csPerMinute,timeDead,role,games_played_norm,win_y_norm,challenges.damagePerMinute_norm,challenges.dodgeSkillShotsSmallWindow_norm,challenges.goldPerMinute_norm,challenges.kda_norm,challenges.killParticipation_norm,challenges.laneMinionsFirst10Minutes_norm,challenges.quickSoloKills_norm,challenges.saveAllyFromDeath_norm,challenges.skillshotsDodged_norm,challenges.survivedSingleDigitHpCount_norm,challenges.teamDamagePercentage_norm,challenges.visionScorePerMinute_norm,assists_norm,assistMePings_norm,championId_norm,damageDealtToBuildings_norm,damageDealtToObjectives_norm,dangerPings_norm,enemyMissingPings_norm,kills_norm,deaths_norm,dragonKills_norm,challenges.earlyLaningPhaseGoldExpAdvantage_norm,challenges.laningPhaseGoldExpAdvantage_norm,champExperience_norm,goldEarned_norm,neutralMinionsKilled_norm,totalAllyJungleMinionsKilled_norm,totalEnemyJungleMinionsKilled_norm,totalMinionsKilled_norm,challenges.maxCsAdvantageOnLaneOpponent_norm,gameDuration_norm,challenges.turretPlatesTaken_norm,challenges.soloKills_norm,challenges.damageTakenOnTeamPercentage_norm,totalTimeSpentDead_norm,champLevel_norm,challenges.maxLevelLeadLaneOpponent_norm,totalHealsOnTeammates_norm,challenges.effectiveHealAndShielding_norm,totalTimeCCDealt_norm,challenges.wardTakedownsBefore20M_norm,junglecsPerMinute_norm,csPerMinute_norm,timeDead_norm
0, H u ,1,0.0,490.8961844658738,2.0,584.4453637524174,6.666666666666667,0.6666666666666666,10.0,0.0,0.0,86.0,0.0,0.1164954179925662,0.0,16.0,0.0,23.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,,,15359.0,9738.0,0.0,0.0,0.0,16.0,,999.0,0.0,0.0,0.1690474923246541,70.0,16.0,,0.0,0.0,73.0,0.0,0.0,0.9609609609609612,0.07007007007007,aram,0.0,0.0,0.05323156258005926,0.1111111111111111,0.14961662169866244,0.8623188405797102,0.6324739928630542,0.23684210526315788,0.0,0.0,0.5540540540540541,0.0,0.24825371091013548,0.0,0.2972972972972973,0.0,0.036231884057971016,0.0,0.0,0.0,0.0,0.15,0.06666666666666667,0.0,,,0.3881571793420444,0.3137618274625502,0.0,0.0,0.0,0.14772727272727273,,0.4528130671506352,0.0,0.0,0.3767423215258998,0.08119790795978316,0.7777777777777778,,0.0,0.0,0.14959016393442623,0.0,0.0,0.19447185032002165,0.05051675980759263
1, Heiopei III,1,0.0,1914.2292693253848,0.0,601.0750494504051,2.4,0.6206896551724138,26.0,0.0,0.0,18.0,0.0,0.2128284003179405,0.0,31.0,0.0,711.0,631.0,631.0,0.0,0.0,5.0,15.0,0.0,,,20276.0,13509.0,0.0,0.0,0.0,53.0,,1348.0,0.0,1.0,0.1853535620132065,388.0,18.0,,833.0,833.943115234375,381.0,0.0,0.0,2.3590504451038576,0.2878338278931751,aram,0.0,0.0,0.7320703684991614,0.0,0.20744935123432093,0.21304347826086956,0.5383293999018662,0.6578947368421053,0.0,0.0,0.0945945945945946,0.0,0.6577578360909813,0.0,0.7027027027027027,0.0,1.0,0.16244548679583357,0.16244548679583357,0.0,0.0,0.2,0.8666666666666667,0.0,,,0.5914555160333629,0.6047035187665492,0.0,0.0,0.0,0.5681818181818182,,0.7695099818511797,0.0,0.5,0.4494138751592423,0.8406371647601079,1.0,,0.44135256281194035,0.16072156705657215,0.7807377049180327,0.0,0.0,0.5459338088836235,0.8597739145533341
2, l Parasite l ,1,0.0,1769.9967691241147,0.0,756.8840573239207,3.9,0.7358490566037735,16.0,0.0,0.0,7.0,0.0,0.2162689479864964,0.0,19.0,0.0,202.0,1211.0,1211.0,0.0,0.0,20.0,10.0,0.0,,,21658.0,16646.0,0.0,0.0,0.0,43.0,,1319.0,0.0,0.0,0.140943577283048,241.0,18.0,,0.0,0.0,172.0,0.0,0.0,1.9560272934040936,0.1827141774071266,aram,0.0,0.0,0.6632806949836182,0.0,0.749303260876081,0.44130434782608696,0.7741349605735212,0.39473684210526316,0.0,0.0,0.02027027027027027,0.0,0.6723833405562766,0.0,0.3783783783783784,0.0,0.3605072463768116,0.3117614651501655,0.3117614651501655,0.0,0.0,0.95,0.5333333333333333,0.0,,,0.6485957034052161,0.8467305899998147,0.0,0.0,0.0,0.45454545454545453,,0.7431941923774955,0.0,0.0,0.2514910986216578,0.48957562152222195,1.0,,0.0,0.0,0.3524590163934426,0.0,0.0,0.4446189017554063,0.46912659054219197
3,000000000000,1,100.0,996.435349289031,15.0,594.6192612945434,3.1,0.6458333333333334,10.0,0.0,0.0,88.0,0.0,0.1476159764014296,0.0,25.0,0.0,7.0,2798.0,2798.0,0.0,0.0,6.0,10.0,0.0,,,17106.0,11879.0,0.0,0.0,0.0,20.0,,1198.0,0.0,0.0,0.1916298180703591,255.0,17.0,,0.0,0.0,182.0,0.0,0.0,1.001669449081803,0.2128547579298831,aram,0.0,1.0,0.2943413960016336,0.8333333333333334,0.1849981842587097,0.3195652173913044,0.589814724177516,0.23684210526315788,0.0,0.0,0.5675675675675675,0.0,0.38054481971560034,0.0,0.5405405405405406,0.0,0.007246376811594203,0.7203208748886566,0.7203208748886566,0.0,0.0,0.25,0.5333333333333333,0.0,,,0.4603886607737575,0.47894511069826,0.0,0.0,0.0,0.19318181818181818,,0.6333938294010889,0.0,0.0,0.4773853782489269,0.5230100542115445,0.8888888888888888,,0.0,0.0,0.3729508196721312,0.0,0.0,0.2047054477595199,0.5811354972586378
4,007,1,100.0,1956.2883299269265,0.0,698.5753387175926,12.5,0.704225352112676,16.0,0.0,1.0,3.0,1.0,0.203689778216369,0.0,34.0,0.0,17.0,1055.0,1055.0,0.0,0.0,16.0,4.0,0.0,,,24117.0,16023.0,0.0,0.0,0.0,39.0,,1376.0,0.0,0.0,0.1215864789837751,138.0,18.0,,1467.0,1467.0,468.0,0.0,0.0,1.7005813953488371,0.1002906976744186,aram,0.0,1.0,0.752129849150978,0.0,0.5465241817057127,1.0,0.709380843451067,0.39473684210526316,0.0,1.0,0.0,1.0,0.6189102538950685,0.0,0.7837837837837838,0.0,0.025362318840579712,0.27160061579969,0.27160061579969,0.0,0.0,0.75,0.13333333333333333,0.0,,,0.7502655447564368,0.7986646463025484,0.0,0.0,0.0,0.4090909090909091,,0.79491833030853,0.0,0.0,0.1652219709833117,0.24359372387934944,1.0,,0.7772679587576429,0.2827273642108396,0.9590163934426229,0.0,0.0,0.3804030438608894,0.1628231387670896
5,00MFSS00,1,0.0,1728.1264696544615,0.0,661.0333059851939,3.2222222222222223,0.8529411764705882,21.0,0.0,0.0,25.0,0.0,0.2285071448039079,0.0,23.0,0.0,20.0,162.0,162.0,0.0,0.0,6.0,9.0,0.0,,,12842.0,10382.0,0.0,0.0,0.0,36.0,,941.0,0.0,1.0,0.2890495329197323,186.0,14.0,,551.0,551.0999755859375,154.0,0.0,0.0,2.2954303931987248,0.1976620616365568,aram,0.0,0.0,0.643311241313355,0.0,0.4159649958821124,0.33816425120772947,1.0,0.5263157894736842,0.0,0.0,0.14189189189189189,0.0,0.7244069773266816,0.0,0.4864864864864865,0.0,0.030797101449275364,0.04170549740241686,0.04170549740241686,0.0,0.0,0.25,0.4666666666666667,0.0,,,0.28408926934569523,0.3634479715091626,0.0,0.0,0.0,0.375,,0.40018148820326677,0.0,0.5,0.9115575710484825,0.35822606452845507,0.5555555555555556,,0.2919390901673219,0.10621066360877313,0.3155737704918033,0.0,0.0,0.5299405349908556,0.5246761566495324
6,0Discordia88,1,100.0,2015.9157845617792,1.0,740.7357558525425,4.727272727272728,0.8666666666666667,12.0,0.0,0.0,30.0,0.0,0.2462254148821181,0.0,37.0,0.0,147.0,2608.0,2608.0,0.0,0.0,15.0,11.0,0.0,,,18361.0,12719.0,0.0,0.0,0.0,36.0,,1030.0,0.0,1.0,0.1662037598733135,212.0,18.0,,2018.0,5150.82177734375,163.0,0.0,0.0,2.0970873786407767,0.2058252427184466,aram,0.0,1.0,0.7805683295986618,0.05555555555555555,0.6931446317585447,0.5671936758893282,1.0,0.2894736842105263,0.0,0.0,0.17567567567567569,0.0,0.7997259855515961,0.0,0.8648648648648649,0.0,0.2608695652173913,0.6714070199105133,0.6714070199105133,0.0,0.0,0.7,0.6,0.0,,,0.5122779047330019,0.5437531246721022,0.0,0.0,0.0,0.375,,0.4809437386569873,0.0,0.5,0.36406860803738467,0.42031858238005393,1.0,,1.0,0.992691386931282,0.33401639344262296,0.0,0.0,0.4800796175355745,0.5550123005609113
7,0Maqix0,1,0.0,1256.765979034269,0.0,588.8852996720086,3.571428571428572,0.5555555555555556,5.0,0.0,0.0,37.0,0.0,0.0984366676496198,0.0,42.0,2.0,53.0,604.0,604.0,0.0,3.0,8.0,14.0,0.0,,,28715.0,15304.0,0.0,0.0,0.0,13.0,,1559.0,0.0,0.0,0.2336002626028979,419.0,18.0,,493.0,493.4292602539063,326.0,0.0,0.0,0.5003207184092366,0.2687620269403464,aram,0.0,0.0,0.41850244847788415,0.0,0.16505729916284598,0.3913043478260871,0.40495789320684983,0.10526315789473684,0.0,0.0,0.22297297297297297,0.0,0.17148734717326117,0.0,1.0,1.0,0.09057971014492754,0.15549457056209742,0.15549457056209742,0.0,1.0,0.35,0.8,0.0,,,0.940374503899549,0.7431920724368429,0.0,0.0,0.0,0.11363636363636363,,0.9609800362976406,0.0,0.0,0.664435812174332,0.914670551429322,1.0,,0.26120865962339324,0.0950960832829525,0.6680327868852459,0.0,0.0,0.07867273754742715,0.7888989832550751
8,0kax,1,0.0,455.8410089387805,10.0,696.5093398339515,1.2,0.4,11.0,0.0,0.0,79.0,0.0,0.139876403466875,0.0,3.0,0.0,17.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,,,6494.0,5974.0,0.0,0.0,0.0,11.0,,514.0,0.0,0.0,0.1645185398302088,72.0,10.0,,0.0,0.0,33.0,0.0,0.0,1.284046692607004,0.1400778210116731,aram,0.0,0.0,0.03651248694749544,0.5555555555555556,0.5393392981890599,0.030434782608695646,0.08643535368816353,0.2631578947368421,0.0,0.0,0.5067567567567568,0.0,0.34764448830954864,0.0,0.0,0.0,0.025362318840579712,0.0,0.0,0.0,0.0,0.1,0.2,0.0,,,0.02162479073750122,0.023360202941666595,0.0,0.0,0.0,0.09090909090909091,,0.012704174228675136,0.0,0.0,0.3565580576052076,0.08597425548682922,0.1111111111111111,,0.0,0.0,0.06762295081967214,0.0,0.0,0.27569150422356714,0.31068068195652937
9,0sk0,1,0.0,1197.9183707959169,1.0,686.4257057126457,4.428571428571429,0.6326530612244898,31.0,0.0,0.0,52.0,1.0,0.1901818933123259,0.0,20.0,0.0,518.0,394.0,394.0,0.0,0.0,11.0,7.0,0.0,,,16442.0,12704.0,0.0,0.0,0.0,54.0,,1110.0,0.0,0.0,0.122179705993848,198.0,16.0,,0.0,0.0,197.0,0.0,0.0,2.918918918918919,0.1783783783783784,aram,0.0,0.0,0.3904359048608915,0.05555555555555555,0.5042716429450057,0.5217391304347827,0.5628262072540122,0.7894736842105263,0.0,0.0,0.32432432432432434,1.0,0.5614892703736573,0.0,0.40540540540540543,0.0,0.9329710144927537,0.10143188874414964,0.10143188874414964,0.0,0.0,0.5,0.3333333333333333,0.0,,,0.4329349093881493,0.5425958387082837,0.0,0.0,0.0,0.5795454545454546,,0.5535390199637024,0.0,0.0,0.1678658164532919,0.3868841496907315,0.7777777777777778,,0.0,0.0,0.4036885245901639,0.0,0.0,0.6866776400738626,0.4530138249441425
10,10aa4,1,100.0,1321.6040844139427,0.0,659.8321405303981,4.125,0.6226415094339622,9.0,0.0,0.0,21.0,0.0,0.2141655286679118,0.0,24.0,0.0,268.0,941.0,941.0,0.0,4.0,9.0,8.0,0.0,,,19768.0,12975.0,0.0,0.0,0.0,41.0,,1179.0,0.0,2.0,0.2382503732417544,207.0,18.0,,0.0,0.0,132.0,3.0,0.0,2.0865139949109417,0.1755725190839694,aram,0.0,1.0,0.44942607591421185,0.0,0.4117877265015377,0.47554347826086957,0.5423261043200298,0.21052631578947367,0.0,0.0,0.11486486486486487,0.0,0.6634418662330157,0.0,0.5135135135135135,0.0,0.48007246376811596,0.2422523028128041,0.2422523028128041,0.0,1.0,0.4,0.4,0.0,,,0.5704517423829277,0.5635041384546066,0.0,0.0,0.0,0.4318181818181818,,0.6161524500907442,0.0,1.0,0.6851600437731875,0.4083777135624388,1.0,,0.0,0.0,0.27049180327868855,1.0,0.0,0.47742160301184,0.4425866458216421
11,19panophobia16,1,100.0,949.026058959716,0.0,686.9792434000954,6.166666666666667,0.8222222222222222,27.0,0.0,0.0,7.0,0.0,0.161662993271916,0.0,33.0,0.0,99.0,2152.0,2152.0,0.0,0.0,4.0,6.0,0.0,,,15757.0,10973.0,0.0,0.0,0.0,49.0,,958.0,0.0,0.0,0.1687226822003216,142.0,16.0,,436.0,1934.082275390625,263.0,0.0,0.0,3.068893528183716,0.1482254697286012,aram,0.0,1.0,0.2717301981176184,0.0,0.5061966700289477,0.7862318840579711,0.9509965323817405,0.6842105263157895,0.0,0.0,0.02027027027027027,0.0,0.4402576119088297,0.0,0.7567567567567568,0.0,0.17391304347826086,0.5540137679629696,0.5540137679629696,0.0,0.0,0.15,0.26666666666666666,0.0,,,0.40461289176896015,0.4090450384836159,0.0,0.0,0.0,0.5227272727272727,,0.41560798548094374,0.0,0.0,0.3752947344112898,0.2531464189334416,0.7777777777777778,,0.23100806408884272,0.3727457286217414,0.5389344262295082,0.0,0.0,0.7243793540949295,0.340959104245169
12,1Blackfury1,1,100.0,1566.9257198336918,3.0,730.8816259843759,3.8,0.6129032258064516,28.0,0.0,0.0,70.0,0.0,0.1960964928189512,0.0755578567388308,25.0,1.0,22.0,4454.0,4454.0,0.0,0.0,13.0,10.0,0.0,,,21508.0,14509.0,0.0,0.0,0.0,68.0,,1190.0,0.0,1.0,0.1461412705097158,263.0,18.0,,0.0,0.0,387.0,8.0,0.0,3.428571428571429,0.2210084033613445,aram,0.0,1.0,0.5664287984855778,0.16666666666666666,0.6588751189232002,0.4260869565217391,0.522385557545536,0.7105263157894737,0.0,0.0,0.44594594594594594,0.0,0.5866317795983268,0.0755578567388308,0.5405405405405406,1.0,0.034420289855072464,1.0,1.0,0.0,0.0,0.6,0.5333333333333333,0.0,,,0.6423938017367805,0.6818559163544565,0.0,0.0,0.0,0.7386363636363636,,0.6261343012704175,0.0,0.5,0.2746557513740393,0.5421154443197287,1.0,,0.0,0.0,0.7930327868852459,1.0,0.0,0.8147978149703488,0.6114362046336002
13,1Guy4Cats,1,0.0,1102.9902970920946,1.0,575.2899198940521,2.1538461538461537,0.5490196078431373,2.0,0.0,0.0,32.0,0.0,0.148381582926536,0.0,25.0,0.0,154.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,,,13982.0,9580.0,0.0,0.0,0.0,2.0,,998.0,0.0,1.0,0.3742180269910409,273.0,15.0,,185.0,185.70587158203125,180.0,0.0,0.0,0.1202404809619238,0.2735470941883767,aram,0.0,0.0,0.34516128791649314,0.05555555555555555,0.11777691540139819,0.17558528428093645,0.39157459322707316,0.02631578947368421,0.0,0.0,0.1891891891891892,0.0,0.3837993543799327,0.0,0.5405405405405406,0.0,0.27355072463768115,0.0,0.0,0.0,0.0,0.1,0.7333333333333333,0.0,,,0.3312237220258057,0.3015717486436608,0.0,0.0,0.0,0.0,,0.4519056261343013,0.0,0.5,1.0,0.5659971819549591,0.6666666666666666,,0.09801947673494474,0.035790137417085456,0.36885245901639346,0.0,0.0,0.0,0.8066813265849219
14,1ayCh0u,1,0.0,1591.3356398851747,16.0,861.3710911691695,2.6666666666666665,0.6274509803921569,24.0,0.0,0.0,130.0,0.0,0.2136407598093782,0.0,13.0,0.0,498.0,3299.0,3299.0,0.0,0.0,19.0,12.0,0.0,,,16279.0,14738.0,0.0,0.0,0.0,58.0,,1026.0,0.0,0.0,0.1796101131689458,239.0,16.0,,0.0,0.0,101.0,0.0,0.0,3.391812865497076,0.232943469785575,aram,0.0,0.0,0.5780707684198079,0.8888888888888888,1.0,0.25362318840579706,0.5521741929843939,0.6052631578947368,0.0,0.0,0.8513513513513513,0.0,0.6612111140321741,0.0,0.21621621621621623,0.0,0.8967391304347826,0.8492989872257606,0.8492989872257606,0.0,0.0,0.9,0.6666666666666666,0.0,,,0.426195509575116,0.6995238154020873,0.0,0.0,0.0,0.625,,0.47731397459165154,0.0,0.0,0.4238169435443189,0.48479927399517586,0.7777777777777778,,0.0,0.0,0.2069672131147541,0.0,0.0,0.8055571785743059,0.6557894890952876
15,1dot09e11,1,100.0,1470.5344929110136,1.0,662.3977883457396,7.333333333333333,0.8301886792452831,17.0,0.0,1.0,66.0,0.0,0.2023076652260489,0.0,35.0,0.0,61.0,2372.0,2372.0,0.0,0.0,9.0,6.0,0.0,,,19637.0,12865.0,0.0,0.0,0.0,31.0,,1165.0,0.0,1.0,0.194559736348945,174.0,18.0,,0.0,4359.24658203125,254.0,0.0,0.0,1.59656652360515,0.1493562231759656,aram,0.0,1.0,0.5204563510793357,0.05555555555555555,0.42071022924050144,0.9637681159420289,0.9673090074514308,0.42105263157894735,0.0,1.0,0.4189189189189189,0.0,0.6130349974944055,0.0,0.8108108108108109,0.0,0.10507246376811594,0.6106508632008196,0.6106508632008196,0.0,0.0,0.4,0.26666666666666666,0.0,,,0.5650354149258273,0.5550173747199367,0.0,0.0,0.0,0.3181818181818182,,0.603448275862069,0.0,0.5,0.49044319766159916,0.32956797936617865,1.0,,0.0,0.8401351711539243,0.5204918032786885,0.0,0.0,0.3542550247552385,0.34516122826562423
16,2 pajits,1,0.0,1158.9280541389032,0.0,585.4132665213431,1.5454545454545454,0.425,13.0,0.0,0.0,27.0,0.0,0.1709654813128864,0.0,13.0,0.0,420.0,0.0,0.0,0.0,1.0,4.0,11.0,0.0,,,14969.0,10242.0,0.0,0.0,0.0,32.0,,1049.0,0.0,0.0,0.2720714683609501,236.0,16.0,,0.0,0.0,17.0,1.0,0.0,1.830314585319352,0.224976167778837,aram,0.0,0.0,0.3718400187092903,0.0,0.15298267804324311,0.08300395256916995,0.13762647611080947,0.3157894736842105,0.0,0.0,0.1554054054054054,0.0,0.47980177565491017,0.0,0.21621621621621623,0.0,0.7554347826086957,0.0,0.0,0.0,0.3333333333333333,0.15,0.6,0.0,,,0.37203223500411187,0.3526466358468555,0.0,0.0,0.0,0.32954545454545453,,0.4981851179673321,0.0,0.0,0.8358911258081501,0.47763475270460676,0.7777777777777778,,0.0,0.0,0.03483606557377049,1.0,0.0,0.4130163218769915,0.626181274131389
17,200 IQ,1,0.0,1309.831735593924,1.0,673.7889767329121,3.0,0.6153846153846154,25.0,0.0,0.0,34.0,0.0,0.1671863836635893,0.0,16.0,0.0,498.0,0.0,0.0,0.0,1.0,8.0,8.0,0.0,,,16663.0,11539.0,0.0,0.0,0.0,45.0,,1027.0,0.0,0.0,0.1484465840475183,186.0,17.0,,412.0,412.0,40.0,0.0,0.0,2.629016553067186,0.181110029211295,aram,0.0,0.0,0.44381141881050695,0.05555555555555555,0.460325140132341,0.30434782608695654,0.5274665622524984,0.631578947368421,0.0,0.0,0.20270270270270271,0.0,0.46373712116698634,0.0,0.2972972972972973,0.0,0.8967391304347826,0.0,0.0,0.0,0.3333333333333333,0.35,0.4,0.0,,,0.4420723778463111,0.4527132955183715,0.0,0.0,0.0,0.4772727272727273,,0.4782214156079855,0.0,0.0,0.2849298836207388,0.35822606452845507,0.8888888888888888,,0.2182920238637688,0.07940264080086293,0.08196721311475409,0.0,0.0,0.6137998633291675,0.4631652293968552
18,22991,1,100.0,3023.831732994116,0.0,820.037214857831,5.555555555555555,0.7692307692307693,16.0,0.0,0.0,39.0,1.0,0.2607537069149883,0.0,36.0,0.0,82.0,2080.0,2080.0,0.0,0.0,14.0,9.0,0.0,,,17709.0,12602.0,0.0,0.0,0.0,31.0,,921.0,0.0,1.0,0.262648792024544,206.0,17.0,,0.0,0.0,157.0,0.0,0.0,2.019543973941368,0.2236699239956568,aram,0.0,1.0,1.0,0.0,0.9689297496330763,0.6932367149758454,0.8424888540841662,0.39473684210526316,0.0,0.0,0.23648648648648649,1.0,0.8614846415765667,0.0,0.8378378378378378,0.0,0.1431159420289855,0.5354779913396732,0.5354779913396732,0.0,0.0,0.65,0.4666666666666667,0.0,,,0.4853203054808686,0.534726294154317,0.0,0.0,0.0,0.3181818181818182,,0.382032667876588,0.0,0.5,0.7938969149511037,0.4059895397989158,0.8888888888888888,,0.0,0.0,0.32172131147540983,0.0,0.0,0.4605861893977811,0.6213269901222042
19,291111,1,0.0,1824.1554479948315,0.0,688.8632513222383,3.0,0.7222222222222222,23.0,0.0,0.0,43.0,0.0,0.2783147188341554,0.0,28.0,0.0,63.0,2194.0,2194.0,0.0,0.0,11.0,13.0,0.0,,,19706.0,14538.0,0.0,0.0,0.0,53.0,,1266.0,0.0,0.0,0.1837833952558944,344.0,18.0,,0.0,0.0,444.0,0.0,0.0,2.5118483412322274,0.2717219589257504,aram,0.0,0.0,0.6891109193252257,0.0,0.5127486471729003,0.30434782608695654,0.7462320426911565,0.5789473684210527,0.0,0.0,0.2635135135135135,0.0,0.9361351574192047,0.0,0.6216216216216216,0.0,0.10869565217391304,0.5648263043265592,0.5648263043265592,0.0,0.0,0.5,0.7333333333333333,0.0,,,0.5678882896933077,0.6840933358845058,0.0,0.0,0.0,0.5681818181818182,,0.6950998185117967,0.0,0.0,0.4424160847721814,0.7355575191650944,1.0,,0.0,0.0,0.9098360655737705,0.0,0.0,0.5843452614027713,0.7998987297725593
20,2b2o,1,0.0,1711.319221981485,1.0,666.828657896546,3.5,0.6712328767123288,18.0,0.0,0.0,95.0,0.0,0.2042989244970599,0.0,33.0,0.0,81.0,1111.0,1111.0,0.0,0.0,16.0,14.0,0.0,,,27801.0,17213.0,0.0,0.0,0.0,51.0,,1548.0,0.0,2.0,0.1935067343461585,387.0,18.0,,0.0,0.0,20.0,0.0,0.0,1.976744186046512,0.25,aram,0.0,0.0,0.6352952596274968,0.05555555555555555,0.4361193767730118,0.3804347826086957,0.6418239695612545,0.4473684210526316,0.0,0.0,0.6148648648648649,0.0,0.6214996880510564,0.0,0.7567567567567568,0.0,0.14130434782608695,0.2860173309511428,0.2860173309511428,0.0,0.0,0.75,0.8,0.0,,,0.9025842497332148,0.8904759994321583,0.0,0.0,0.0,0.5454545454545454,,0.9509981851179673,0.0,1.0,0.4857502647241643,0.8382489909965849,1.0,,0.0,0.0,0.040983606557377046,0.0,0.0,0.4498268657276981,0.71917523908943
21,2busy glizzy,1,0.0,2231.5729315751582,11.0,644.5143738489095,2.555555555555556,0.7076923076923077,11.0,0.0,0.0,102.0,0.0,0.2480081740903472,0.0,39.0,0.0,78.0,510.0,510.0,0.0,1.0,7.0,18.0,0.0,,,23769.0,14826.0,0.0,0.0,0.0,25.0,,1380.0,0.0,0.0,0.3288150166060146,413.0,18.0,,0.0,0.0,454.0,0.0,0.0,1.0869565217391304,0.2992753623188405,aram,0.0,0.0,0.8834229893573314,0.6111111111111112,0.3585174318207402,0.23671497584541068,0.7164799373514991,0.2631578947368421,0.0,0.0,0.6621621621621622,0.0,0.8073043583202097,0.0,0.918918918918919,0.0,0.1358695652173913,0.13129508441501603,0.13129508441501603,0.0,0.3333333333333333,0.3,1.0,0.0,,,0.7358771328856663,0.7063132263898232,0.0,0.0,0.0,0.25,,0.7985480943738656,0.0,0.0,1.0,0.9003415088481838,1.0,,0.0,0.0,0.930327868852459,0.0,0.0,0.22614553577697386,0.9022931275197125
22,2fast4uR1,1,0.0,1638.8749521465186,0.0,696.572016581368,2.3076923076923075,0.6382978723404256,46.0,0.0,0.0,21.0,0.0,0.1742463526986969,0.0,18.0,0.0,166.0,700.0,700.0,0.0,3.0,12.0,13.0,0.0,,,21462.0,16787.0,0.0,0.0,0.0,107.0,,1445.0,0.0,0.0,0.1449166009900572,346.0,18.0,,0.0,0.0,16.0,0.0,0.0,4.442906574394464,0.2394463667820069,aram,0.0,0.0,0.6007439784456194,0.0,0.5395572678757602,0.19899665551839463,0.5743847759295553,1.0,0.0,0.0,0.11486486486486487,0.0,0.4937485084793885,0.0,0.35135135135135137,0.0,0.29528985507246375,0.18020893939315927,0.18020893939315927,0.0,1.0,0.55,0.7333333333333333,0.0,,,0.6404918852251269,0.8576090780597097,0.0,0.0,0.0,1.0,,0.8575317604355717,0.0,0.0,0.2691977447310609,0.7403338666921405,1.0,,0.0,0.0,0.03278688524590164,0.0,0.0,1.0,0.6799556587717495
23,314159265358979,1,100.0,1205.507642816016,1.0,678.9805180583498,2.909090909090909,0.463768115942029,21.0,0.0,0.0,38.0,0.0,0.1717930156973318,0.0,22.0,0.0,103.0,2951.0,2951.0,0.0,2.0,10.0,11.0,0.0,,,19933.0,13978.0,0.0,0.0,0.0,44.0,,1234.0,0.0,2.0,0.1853969365260084,317.0,18.0,,0.0,0.0,111.0,0.0,0.0,2.13938411669368,0.2568881685575365,aram,0.0,1.0,0.3940555019957588,0.05555555555555555,0.4783796608731366,0.2905138339920949,0.21700981088215912,0.5263157894736842,0.0,0.0,0.22972972972972974,0.0,0.4833195609033184,0.0,0.4594594594594595,0.0,0.18115942028985507,0.7597094002131614,0.7597094002131614,0.0,0.6666666666666666,0.45,0.6,0.0,,,0.5772738342182069,0.6408879932352777,0.0,0.0,0.0,0.4659090909090909,,0.6660617059891107,0.0,1.0,0.4496071831294404,0.6710768275499726,1.0,,0.0,0.0,0.22745901639344263,0.0,0.0,0.4907124808576518,0.7447731610944737
24,34112143,1,100.0,2687.1709537889064,3.0,914.743350079305,4.307692307692308,0.8235294117647058,39.0,0.0,0.0,47.0,0.0,0.2627651444418027,0.0,34.0,0.0,202.0,6029.0,6029.0,0.0,0.0,22.0,13.0,0.0,,,15642.0,13416.0,0.0,0.0,0.0,46.0,,879.0,0.0,0.0,0.1899792574625446,271.0,16.0,,0.0,0.0,125.0,0.0,0.0,3.1399317406143346,0.3083048919226394,aram,0.0,1.0,1.0,0.16666666666666666,1.0,0.5033444816053513,0.9536731923776959,1.0,0.0,0.0,0.2905405405405405,0.0,0.8700351083522341,0.0,0.7837837837837838,0.0,0.3605072463768116,1.0,1.0,0.0,0.0,1.0,0.7333333333333333,0.0,,,0.3998581004898262,0.5975283457908738,0.0,0.0,0.0,0.48863636363636365,,0.34392014519056263,0.0,0.0,0.4700292951444813,0.5612208344279129,0.7777777777777778,,0.0,0.0,0.25614754098360654,0.0,0.0,0.7422374594286011,0.9358488096447359
