riotIdGameName,games_played,win_y,challenges.damagePerMinute,challenges.dodgeSkillShotsSmallWindow,challenges.goldPerMinute,challenges.kda,challenges.killParticipation,challenges.laneMinionsFirst10Minutes,challenges.quickSoloKills,challenges.saveAllyFromDeath,challenges.skillshotsDodged,challenges.survivedSingleDigitHpCount,challenges.teamDamagePercentage,challenges.visionScorePerMinute,assists,assistMePings,championId,damageDealtToBuildings,damageDealtToObjectives,dangerPings,enemyMissingPings,kills,deaths,dragonKills,challenges.earlyLaningPhaseGoldExpAdvantage,challenges.laningPhaseGoldExpAdvantage,champExperience,goldEarned,neutralMinionsKilled,totalAllyJungleMinionsKilled,totalEnemyJungleMinionsKilled,totalMinionsKilled,challenges.laneMinionsFirst10Minutes.1,challenges.maxCsAdvantageOnLaneOpponent,gameDuration,challenges.turretPlatesTaken,challenges.soloKills,challenges.killParticipation.1,challenges.kda.1,challenges.damageTakenOnTeamPercentage,totalTimeSpentDead,champLevel,challenges.maxLevelLeadLaneOpponent,totalHealsOnTeammates,challenges.effectiveHealAndShielding,totalTimeCCDealt,challenges.wardTakedownsBefore20M,junglecsPerMinute,csPerMinute,timeDead,role
 H u ,1,0.0,490.8961844658738,2.0,584.4453637524174,6.666666666666667,0.6666666666666666,10.0,0.0,0.0,86.0,0.0,0.1164954179925662,0.0,16.0,0.0,23.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,,,15359.0,9738.0,0.0,0.0,0.0,16.0,10.0,,999.0,0.0,0.0,0.6666666666666666,6.666666666666667,0.1690474923246541,70.0,16.0,,0.0,0.0,73.0,0.0,0.0,0.9609609609609612,0.07007007007007,aram
 Heiopei III,1,0.0,1914.2292693253848,0.0,601.0750494504051,2.4,0.6206896551724138,26.0,0.0,0.0,18.0,0.0,0.2128284003179405,0.0,31.0,0.0,711.0,631.0,631.0,0.0,0.0,5.0,15.0,0.0,,,20276.0,13509.0,0.0,0.0,0.0,53.0,26.0,,1348.0,0.0,1.0,0.6206896551724138,2.4,0.1853535620132065,388.0,18.0,,833.0,833.943115234375,381.0,0.0,0.0,2.3590504451038576,0.2878338278931751,aram
 l Parasite l ,1,0.0,1769.9967691241147,0.0,756.8840573239207,3.9,0.7358490566037735,16.0,0.0,0.0,7.0,0.0,0.2162689479864964,0.0,19.0,0.0,202.0,1211.0,1211.0,0.0,0.0,20.0,10.0,0.0,,,21658.0,16646.0,0.0,0.0,0.0,43.0,16.0,,1319.0,0.0,0.0,0.7358490566037735,3.9,0.140943577283048,241.0,18.0,,0.0,0.0,172.0,0.0,0.0,1.9560272934040936,0.1827141774071266,aram
000000000000,1,100.0,996.435349289031,15.0,594.6192612945434,3.1,0.6458333333333334,10.0,0.0,0.0,88.0,0.0,0.1476159764014296,0.0,25.0,0.0,7.0,2798.0,2798.0,0.0,0.0,6.0,10.0,0.0,,,17106.0,11879.0,0.0,0.0,0.0,20.0,10.0,,1198.0,0.0,0.0,0.6458333333333334,3.1,0.1916298180703591,255.0,17.0,,0.0,0.0,182.0,0.0,0.0,1.001669449081803,0.2128547579298831,aram
007,1,100.0,1956.2883299269265,0.0,698.5753387175926,12.5,0.704225352112676,16.0,0.0,1.0,3.0,1.0,0.203689778216369,0.0,34.0,0.0,17.0,1055.0,1055.0,0.0,0.0,16.0,4.0,0.0,,,24117.0,16023.0,0.0,0.0,0.0,39.0,16.0,,1376.0,0.0,0.0,0.704225352112676,12.5,0.1215864789837751,138.0,18.0,,1467.0,1467.0,468.0,0.0,0.0,1.7005813953488371,0.1002906976744186,aram
00MFSS00,1,0.0,1728.1264696544615,0.0,661.0333059851939,3.2222222222222223,0.8529411764705882,21.0,0.0,0.0,25.0,0.0,0.2285071448039079,0.0,23.0,0.0,20.0,162.0,162.0,0.0,0.0,6.0,9.0,0.0,,,12842.0,10382.0,0.0,0.0,0.0,36.0,21.0,,941.0,0.0,1.0,0.8529411764705882,3.2222222222222223,0.2890495329197323,186.0,14.0,,551.0,551.0999755859375,154.0,0.0,0.0,2.2954303931987248,0.1976620616365568,aram
0Discordia88,1,100.0,2015.9157845617792,1.0,740.7357558525425,4.727272727272728,0.8666666666666667,12.0,0.0,0.0,30.0,0.0,0.2462254148821181,0.0,37.0,0.0,147.0,2608.0,2608.0,0.0,0.0,15.0,11.0,0.0,,,18361.0,12719.0,0.0,0.0,0.0,36.0,12.0,,1030.0,0.0,1.0,0.8666666666666667,4.727272727272728,0.1662037598733135,212.0,18.0,,2018.0,5150.82177734375,163.0,0.0,0.0,2.0970873786407767,0.2058252427184466,aram
0Maqix0,1,0.0,1256.765979034269,0.0,588.8852996720086,3.571428571428572,0.5555555555555556,5.0,0.0,0.0,37.0,0.0,0.0984366676496198,0.0,42.0,2.0,53.0,604.0,604.0,0.0,3.0,8.0,14.0,0.0,,,28715.0,15304.0,0.0,0.0,0.0,13.0,5.0,,1559.0,0.0,0.0,0.5555555555555556,3.571428571428572,0.2336002626028979,419.0,18.0,,493.0,493.4292602539063,326.0,0.0,0.0,0.5003207184092366,0.2687620269403464,aram
0kax,1,0.0,455.8410089387805,10.0,696.5093398339515,1.2,0.4,11.0,0.0,0.0,79.0,0.0,0.139876403466875,0.0,3.0,0.0,17.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,,,6494.0,5974.0,0.0,0.0,0.0,11.0,11.0,,514.0,0.0,0.0,0.4,1.2,0.1645185398302088,72.0,10.0,,0.0,0.0,33.0,0.0,0.0,1.284046692607004,0.1400778210116731,aram
0sk0,1,0.0,1197.9183707959169,1.0,686.4257057126457,4.428571428571429,0.6326530612244898,31.0,0.0,0.0,52.0,1.0,0.1901818933123259,0.0,20.0,0.0,518.0,394.0,394.0,0.0,0.0,11.0,7.0,0.0,,,16442.0,12704.0,0.0,0.0,0.0,54.0,31.0,,1110.0,0.0,0.0,0.6326530612244898,4.428571428571429,0.122179705993848,198.0,16.0,,0.0,0.0,197.0,0.0,0.0,2.918918918918919,0.1783783783783784,aram
10aa4,1,100.0,1321.6040844139427,0.0,659.8321405303981,4.125,0.6226415094339622,9.0,0.0,0.0,21.0,0.0,0.2141655286679118,0.0,24.0,0.0,268.0,941.0,941.0,0.0,4.0,9.0,8.0,0.0,,,19768.0,12975.0,0.0,0.0,0.0,41.0,9.0,,1179.0,0.0,2.0,0.6226415094339622,4.125,0.2382503732417544,207.0,18.0,,0.0,0.0,132.0,3.0,0.0,2.0865139949109417,0.1755725190839694,aram
19panophobia16,1,100.0,949.026058959716,0.0,686.9792434000954,6.166666666666667,0.8222222222222222,27.0,0.0,0.0,7.0,0.0,0.161662993271916,0.0,33.0,0.0,99.0,2152.0,2152.0,0.0,0.0,4.0,6.0,0.0,,,15757.0,10973.0,0.0,0.0,0.0,49.0,27.0,,958.0,0.0,0.0,0.8222222222222222,6.166666666666667,0.1687226822003216,142.0,16.0,,436.0,1934.082275390625,263.0,0.0,0.0,3.068893528183716,0.1482254697286012,aram
1Blackfury1,1,100.0,1566.9257198336918,3.0,730.8816259843759,3.8,0.6129032258064516,28.0,0.0,0.0,70.0,0.0,0.1960964928189512,0.0755578567388308,25.0,1.0,22.0,4454.0,4454.0,0.0,0.0,13.0,10.0,0.0,,,21508.0,14509.0,0.0,0.0,0.0,68.0,28.0,,1190.0,0.0,1.0,0.6129032258064516,3.8,0.1461412705097158,263.0,18.0,,0.0,0.0,387.0,8.0,0.0,3.428571428571429,0.2210084033613445,aram
1Guy4Cats,1,0.0,1102.9902970920946,1.0,575.2899198940521,2.1538461538461537,0.5490196078431373,2.0,0.0,0.0,32.0,0.0,0.148381582926536,0.0,25.0,0.0,154.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,,,13982.0,9580.0,0.0,0.0,0.0,2.0,2.0,,998.0,0.0,1.0,0.5490196078431373,2.1538461538461537,0.3742180269910409,273.0,15.0,,185.0,185.70587158203125,180.0,0.0,0.0,0.1202404809619238,0.2735470941883767,aram
1ayCh0u,1,0.0,1591.3356398851747,16.0,861.3710911691695,2.6666666666666665,0.6274509803921569,24.0,0.0,0.0,130.0,0.0,0.2136407598093782,0.0,13.0,0.0,498.0,3299.0,3299.0,0.0,0.0,19.0,12.0,0.0,,,16279.0,14738.0,0.0,0.0,0.0,58.0,24.0,,1026.0,0.0,0.0,0.6274509803921569,2.6666666666666665,0.1796101131689458,239.0,16.0,,0.0,0.0,101.0,0.0,0.0,3.391812865497076,0.232943469785575,aram
1dot09e11,1,100.0,1470.5344929110136,1.0,662.3977883457396,7.333333333333333,0.8301886792452831,17.0,0.0,1.0,66.0,0.0,0.2023076652260489,0.0,35.0,0.0,61.0,2372.0,2372.0,0.0,0.0,9.0,6.0,0.0,,,19637.0,12865.0,0.0,0.0,0.0,31.0,17.0,,1165.0,0.0,1.0,0.8301886792452831,7.333333333333333,0.194559736348945,174.0,18.0,,0.0,4359.24658203125,254.0,0.0,0.0,1.59656652360515,0.1493562231759656,aram
2 pajits,1,0.0,1158.9280541389032,0.0,585.4132665213431,1.5454545454545454,0.425,13.0,0.0,0.0,27.0,0.0,0.1709654813128864,0.0,13.0,0.0,420.0,0.0,0.0,0.0,1.0,4.0,11.0,0.0,,,14969.0,10242.0,0.0,0.0,0.0,32.0,13.0,,1049.0,0.0,0.0,0.425,1.5454545454545454,0.2720714683609501,236.0,16.0,,0.0,0.0,17.0,1.0,0.0,1.830314585319352,0.224976167778837,aram
200 IQ,1,0.0,1309.831735593924,1.0,673.7889767329121,3.0,0.6153846153846154,25.0,0.0,0.0,34.0,0.0,0.1671863836635893,0.0,16.0,0.0,498.0,0.0,0.0,0.0,1.0,8.0,8.0,0.0,,,16663.0,11539.0,0.0,0.0,0.0,45.0,25.0,,1027.0,0.0,0.0,0.6153846153846154,3.0,0.1484465840475183,186.0,17.0,,412.0,412.0,40.0,0.0,0.0,2.629016553067186,0.181110029211295,aram
22991,1,100.0,3023.831732994116,0.0,820.037214857831,5.555555555555555,0.7692307692307693,16.0,0.0,0.0,39.0,1.0,0.2607537069149883,0.0,36.0,0.0,82.0,2080.0,2080.0,0.0,0.0,14.0,9.0,0.0,,,17709.0,12602.0,0.0,0.0,0.0,31.0,16.0,,921.0,0.0,1.0,0.7692307692307693,5.555555555555555,0.262648792024544,206.0,17.0,,0.0,0.0,157.0,0.0,0.0,2.019543973941368,0.2236699239956568,aram
291111,1,0.0,1824.1554479948315,0.0,688.8632513222383,3.0,0.7222222222222222,23.0,0.0,0.0,43.0,0.0,0.2783147188341554,0.0,28.0,0.0,63.0,2194.0,2194.0,0.0,0.0,11.0,13.0,0.0,,,19706.0,14538.0,0.0,0.0,0.0,53.0,23.0,,1266.0,0.0,0.0,0.7222222222222222,3.0,0.1837833952558944,344.0,18.0,,0.0,0.0,444.0,0.0,0.0,2.5118483412322274,0.2717219589257504,aram
2b2o,1,0.0,1711.319221981485,1.0,666.828657896546,3.5,0.6712328767123288,18.0,0.0,0.0,95.0,0.0,0.2042989244970599,0.0,33.0,0.0,81.0,1111.0,1111.0,0.0,0.0,16.0,14.0,0.0,,,27801.0,17213.0,0.0,0.0,0.0,51.0,18.0,,1548.0,0.0,2.0,0.6712328767123288,3.5,0.1935067343461585,387.0,18.0,,0.0,0.0,20.0,0.0,0.0,1.976744186046512,0.25,aram
2busy glizzy,1,0.0,2231.5729315751582,11.0,644.5143738489095,2.555555555555556,0.7076923076923077,11.0,0.0,0.0,102.0,0.0,0.2480081740903472,0.0,39.0,0.0,78.0,510.0,510.0,0.0,1.0,7.0,18.0,0.0,,,23769.0,14826.0,0.0,0.0,0.0,25.0,11.0,,1380.0,0.0,0.0,0.7076923076923077,2.555555555555556,0.3288150166060146,413.0,18.0,,0.0,0.0,454.0,0.0,0.0,1.0869565217391304,0.2992753623188405,aram
2fast4uR1,1,0.0,1638.8749521465186,0.0,696.572016581368,2.3076923076923075,0.6382978723404256,46.0,0.0,0.0,21.0,0.0,0.1742463526986969,0.0,18.0,0.0,166.0,700.0,700.0,0.0,3.0,12.0,13.0,0.0,,,21462.0,16787.0,0.0,0.0,0.0,107.0,46.0,,1445.0,0.0,0.0,0.6382978723404256,2.3076923076923075,0.1449166009900572,346.0,18.0,,0.0,0.0,16.0,0.0,0.0,4.442906574394464,0.2394463667820069,aram
314159265358979,1,100.0,1205.507642816016,1.0,678.9805180583498,2.909090909090909,0.463768115942029,21.0,0.0,0.0,38.0,0.0,0.1717930156973318,0.0,22.0,0.0,103.0,2951.0,2951.0,0.0,2.0,10.0,11.0,0.0,,,19933.0,13978.0,0.0,0.0,0.0,44.0,21.0,,1234.0,0.0,2.0,0.463768115942029,2.909090909090909,0.1853969365260084,317.0,18.0,,0.0,0.0,111.0,0.0,0.0,2.13938411669368,0.2568881685575365,aram
34112143,1,100.0,2687.1709537889064,3.0,914.743350079305,4.307692307692308,0.8235294117647058,39.0,0.0,0.0,47.0,0.0,0.2627651444418027,0.0,34.0,0.0,202.0,6029.0,6029.0,0.0,0.0,22.0,13.0,0.0,,,15642.0,13416.0,0.0,0.0,0.0,46.0,39.0,,879.0,0.0,0.0,0.8235294117647058,4.307692307692308,0.1899792574625446,271.0,16.0,,0.0,0.0,125.0,0.0,0.0,3.1399317406143346,0.3083048919226394,aram
3bdosh,1,0.0,1244.3747647496732,1.0,709.9761794337162,1.4166666666666667,0.5151515151515151,23.0,0.0,0.0,46.0,0.0,0.2637104422345876,0.0,11.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,,,13863.0,10820.0,0.0,0.0,0.0,37.0,23.0,,914.0,0.0,1.0,0.5151515151515151,1.4166666666666667,0.1984004318021357,241.0,15.0,,0.0,0.0,26.0,0.0,0.0,2.428884026258206,0.2636761487964989,aram
3olmaDz ,1,100.0,1603.203999964041,1.0,748.032371882675,8.8,0.8,21.0,0.0,0.0,87.0,0.0,0.22996048093859,0.0,27.0,0.0,420.0,1862.0,1862.0,0.0,0.0,17.0,5.0,0.0,,,23831.0,16735.0,0.0,0.0,0.0,56.0,21.0,,1342.0,0.0,0.0,0.8,8.8,0.2734612711032544,154.0,18.0,,0.0,0.0,563.0,0.0,0.0,2.503725782414307,0.1147540983606557,aram
3rdna Jr,1,0.0,3072.714451478568,0.0,747.1512652617778,7.090909090909091,0.8666666666666667,26.0,1.0,1.0,15.0,0.0,0.2406715142582103,0.0,56.0,0.0,61.0,882.0,882.0,0.0,1.0,22.0,11.0,0.0,,,33067.0,19417.0,0.0,0.0,0.0,63.0,26.0,,1559.0,0.0,1.0,0.8666666666666667,7.090909090909091,0.1116733981723793,308.0,18.0,,0.0,7454.6845703125,497.0,0.0,0.0,2.4246311738293778,0.1975625400898011,aram
404 AimNotFound,1,100.0,1737.4394848282757,0.0,735.3874861260007,4.0,0.6285714285714286,14.0,0.0,0.0,28.0,0.0,0.1754171314802441,0.0,34.0,0.0,887.0,4446.0,4446.0,0.0,0.0,10.0,11.0,0.0,,,17461.0,11497.0,0.0,0.0,0.0,23.0,14.0,,937.0,0.0,1.0,0.6285714285714286,4.0,0.2638251211571191,253.0,17.0,,0.0,0.0,64.0,0.0,0.0,1.472785485592316,0.2700106723585913,aram
40ozTumbler,1,100.0,1486.3554311615223,0.0,689.6151511133429,4.75,0.7307692307692307,19.0,0.0,0.0,20.0,0.0,0.2260677170510369,0.0,33.0,0.0,115.0,2659.0,2659.0,0.0,0.0,5.0,8.0,0.0,,,14200.0,9809.0,0.0,0.0,0.0,31.0,19.0,,853.0,0.0,0.0,0.7307692307692307,4.75,0.1916613245549443,162.0,15.0,,0.0,0.0,208.0,0.0,0.0,2.180539273153576,0.1899179366940211,aram
420 Er3n Yeager,1,100.0,1860.8802850745449,0.0,590.9039747145206,1.9230769230769231,0.4716981132075472,0.0,0.0,0.0,53.0,0.0,0.2201995217217707,0.0,15.0,0.0,7.0,208.0,208.0,0.0,1.0,10.0,13.0,0.0,,,19124.0,12383.0,0.0,0.0,0.0,4.0,0.0,,1257.0,0.0,2.0,0.4716981132075472,1.9230769230769231,0.1719604898931016,358.0,18.0,,0.0,0.0,17.0,0.0,0.0,0.1909307875894988,0.284805091487669,aram
420 iiTzHaise,1,100.0,1260.6607755868051,1.0,692.0356122127685,2.833333333333333,0.6415094339622641,8.0,0.0,0.0,76.0,0.0,0.1491750447700029,0.0,22.0,0.0,82.0,1279.0,1279.0,0.0,0.0,12.0,12.0,0.0,,,19600.0,14502.0,0.0,0.0,0.0,13.0,8.0,,1257.0,0.0,1.0,0.6415094339622641,2.833333333333333,0.2864022202165687,317.0,18.0,,0.0,0.0,379.0,0.0,0.0,0.6205250596658711,0.2521877486077963,aram
44sw33ts,1,0.0,933.9870270167092,0.0,630.1977878900044,15.333333333333334,0.9019607843137256,8.0,0.0,26.0,21.0,0.0,0.1364523878499976,0.0,38.0,0.0,16.0,0.0,0.0,0.0,4.0,8.0,3.0,0.0,,,20264.0,13051.0,0.0,0.0,0.0,15.0,8.0,,1242.0,0.0,0.0,0.9019607843137256,15.333333333333334,0.0808742231682253,91.0,18.0,,20943.0,24899.05078125,403.0,0.0,0.0,0.7246376811594203,0.073268921095008,aram
46Kazuki,1,0.0,1347.8373535654853,2.0,612.4615988061621,1.68,0.6176470588235294,11.0,0.0,0.0,64.0,0.0,0.1407630978666463,0.0,36.0,0.0,57.0,55.0,55.0,0.0,1.0,6.0,25.0,0.0,,,25974.0,15350.0,0.0,0.0,0.0,38.0,11.0,,1503.0,0.0,0.0,0.6176470588235294,1.68,0.3379158592109332,674.0,18.0,,225.0,225.15875244140625,591.0,0.0,0.0,1.5169660678642714,0.4484364604125083,aram
4700hp329Armor,1,0.0,2011.773858618226,24.0,605.9788423524753,1.6666666666666667,0.5625,25.0,0.0,0.0,213.0,0.0,0.1899157226257123,0.0,28.0,0.0,120.0,1322.0,1322.0,0.0,0.0,17.0,27.0,0.0,,,48193.0,23925.0,0.0,0.0,0.0,99.0,25.0,,2368.0,0.0,2.0,0.5625,1.6666666666666667,0.2867965689337087,886.0,18.0,,0.0,0.0,433.0,0.0,0.0,2.5084459459459456,0.3741554054054054,aram
4ndreasKieling,1,100.0,2547.144507353709,17.0,878.2692028205383,5.2727272727272725,0.8169014084507042,47.0,1.0,0.0,145.0,0.0,0.2716913874558569,0.0,32.0,0.0,15.0,3634.0,3634.0,0.0,0.0,26.0,11.0,0.0,,,25293.0,18283.0,0.0,0.0,0.0,116.0,47.0,,1248.0,0.0,1.0,0.8169014084507042,5.2727272727272725,0.2218468010499797,294.0,18.0,,0.0,0.0,0.0,6.0,0.0,5.576923076923077,0.235576923076923,aram
4spyhxia,1,0.0,923.5680101938688,0.0,660.8511155577207,1.4545454545454546,0.5161290322580645,23.0,0.0,0.0,10.0,0.0,0.1762884884803736,0.0,9.0,4.0,1.0,590.0,590.0,0.0,3.0,7.0,11.0,0.0,,,12350.0,10186.0,0.0,0.0,0.0,39.0,23.0,,924.0,0.0,0.0,0.5161290322580645,1.4545454545454546,0.116451150424446,236.0,14.0,,0.0,955.6484375,107.0,0.0,0.0,2.5324675324675323,0.2554112554112554,aram
5ainsburys,1,100.0,1561.6594403224124,3.0,626.1807078587096,2.5789473684210527,0.7205882352941176,13.0,0.0,0.0,64.0,0.0,0.1886050834267491,0.0,37.0,0.0,20.0,4117.0,4117.0,0.0,0.0,12.0,19.0,0.0,,,37203.0,20101.0,0.0,0.0,0.0,62.0,13.0,,1925.0,0.0,0.0,0.7205882352941176,2.5789473684210527,0.1287104986101925,580.0,18.0,,0.0,0.0,235.0,0.0,0.0,1.932467532467532,0.3012987012987013,aram
69Smokey,1,100.0,1909.5474596249544,0.0,664.7341920248158,3.375,0.6923076923076923,4.0,0.0,1.0,47.0,0.0,0.1808464549483559,0.0,41.0,0.0,223.0,637.0,637.0,0.0,0.0,13.0,16.0,0.0,,,30650.0,17617.0,0.0,0.0,0.0,15.0,4.0,,1590.0,0.0,1.0,0.6923076923076923,3.375,0.3655093109473517,459.0,18.0,,483.0,2475.335693359375,170.0,0.0,0.0,0.5660377358490566,0.2886792452830188,aram
69latrickcity,1,0.0,1375.4414743520342,11.0,629.2658532814376,2.833333333333333,0.4722222222222222,16.0,0.0,0.0,85.0,0.0,0.1610760563435203,0.0,29.0,0.0,17.0,531.0,531.0,0.0,0.0,5.0,12.0,0.0,,,27228.0,15207.0,0.0,0.0,0.0,61.0,16.0,,1449.0,0.0,0.0,0.4722222222222222,2.833333333333333,0.1010197803188133,274.0,18.0,,0.0,0.0,461.0,0.0,0.0,2.525879917184265,0.189095928226363,aram
777,1,100.0,475.3742445261788,0.0,571.3916546695638,4.875,0.78,2.0,0.0,3.0,39.0,0.0,0.0496071809147385,0.0,38.0,0.0,427.0,573.0,573.0,0.0,0.0,1.0,8.0,0.0,,,19584.0,11362.0,0.0,0.0,0.0,3.0,2.0,,1192.0,0.0,0.0,0.78,4.875,0.156557690557758,201.0,18.0,,4638.0,23761.81640625,189.0,0.0,0.0,0.1510067114093959,0.1686241610738255,aram
7AMAS,1,100.0,865.0717992844036,2.0,605.4290805403961,2.8,0.5714285714285714,4.0,0.0,1.0,89.0,0.0,0.148379376108091,0.0,17.0,0.0,33.0,1219.0,1219.0,0.0,0.0,11.0,10.0,0.0,,,24946.0,15537.0,0.0,0.0,0.0,10.0,4.0,,1539.0,0.0,2.0,0.5714285714285714,2.8,0.1885960847911257,249.0,18.0,,144.0,144.4117431640625,535.0,0.0,0.0,0.3898635477582846,0.1617933723196881,aram
852SK,1,0.0,1145.8530382436322,0.0,662.6935081326731,3.3,0.7333333333333333,25.0,0.0,0.0,27.0,0.0,0.164536493794456,0.0,24.0,0.0,63.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0,,,16609.0,11692.0,0.0,0.0,0.0,44.0,25.0,,1058.0,0.0,0.0,0.7333333333333333,3.3,0.1584400449295713,227.0,17.0,,0.0,0.0,295.0,0.0,0.0,2.495274102079396,0.2145557655954631,aram
963V,1,100.0,2570.5045857771006,0.0,705.40398549836,4.357142857142857,0.6777777777777778,34.0,0.0,0.0,37.0,0.0,0.2239023335147263,0.0,41.0,0.0,103.0,4274.0,4274.0,0.0,0.0,20.0,14.0,0.0,,,35592.0,21024.0,0.0,0.0,0.0,110.0,34.0,,1788.0,0.0,1.0,0.6777777777777778,4.357142857142857,0.1486136292343453,497.0,18.0,,0.0,0.0,114.0,0.0,0.0,3.6912751677852342,0.2779642058165548,aram
9parz9,1,100.0,1883.450799568879,1.0,773.5917013859223,3.727272727272727,0.7735849056603774,35.0,0.0,0.0,47.0,0.0,0.2303250108020842,0.0,26.0,0.0,15.0,3894.0,3894.0,0.0,0.0,15.0,11.0,0.0,,,20137.0,15961.0,0.0,0.0,0.0,102.0,35.0,,1237.0,0.0,0.0,0.7735849056603774,3.727272727272727,0.128778056331301,272.0,18.0,,0.0,0.0,19.0,0.0,0.0,4.947453516572352,0.2198868229587712,aram
A DrunK DucK,1,0.0,1163.7999848390148,0.0,728.490124158653,2.3,0.6216216216216216,2.0,0.0,0.0,48.0,0.0,0.1611703317381423,0.0,11.0,2.0,234.0,439.0,439.0,0.0,0.0,12.0,10.0,0.0,,,10103.0,9808.0,0.0,0.0,0.0,2.0,2.0,,807.0,0.0,2.0,0.6216216216216216,2.3,0.2174812233813562,200.0,13.0,,19.0,19.05029296875,30.0,0.0,0.0,0.1486988847583643,0.2478314745972738,aram
A Lack of Color,1,0.0,1805.818035811866,0.0,694.123646340827,2.466666666666667,0.6491228070175439,15.0,0.0,0.0,35.0,0.0,0.2304219696918662,0.0,22.0,0.0,1.0,2103.0,2103.0,0.0,2.0,15.0,15.0,0.0,,,21300.0,14328.0,0.0,0.0,0.0,34.0,15.0,,1238.0,0.0,0.0,0.6491228070175439,2.466666666666667,0.1220260533392022,404.0,18.0,,0.0,3249.95849609375,120.0,1.0,0.0,1.6478190630048466,0.3263327948303716,aram
A Pissed off Zed,1,0.0,1115.3886074740544,15.0,614.6524703047027,2.15,0.5584415584415584,15.0,0.0,0.0,166.0,0.0,0.1324458871986965,0.0,31.0,1.0,19.0,1082.0,1082.0,0.0,6.0,12.0,20.0,0.0,,,29784.0,17974.0,0.0,0.0,0.0,30.0,15.0,,1754.0,0.0,2.0,0.5584415584415584,2.15,0.3592897292143404,612.0,18.0,,0.0,0.0,273.0,0.0,0.0,1.026225769669327,0.3489167616875712,aram
A Solid Giggle,1,0.0,2043.370565918473,0.0,678.6052812594974,2.95,0.5959595959595959,29.0,0.0,0.0,45.0,0.0,0.2375588367455313,0.0,39.0,0.0,17.0,2274.0,2274.0,0.0,0.0,20.0,20.0,0.0,,,38263.0,21674.0,0.0,0.0,0.0,104.0,29.0,,1916.0,0.0,0.0,0.5959595959595959,2.95,0.2158144277529889,596.0,18.0,,0.0,0.0,811.0,2.0,0.0,3.25678496868476,0.3110647181628392,aram
A Wild Pyke,1,100.0,1026.887245034667,1.0,663.1145988706563,3.5294117647058822,0.5555555555555556,3.0,0.0,0.0,85.0,0.0,0.1070104265276725,0.0,28.0,0.0,555.0,1753.0,1753.0,0.0,0.0,32.0,17.0,0.0,,,58888.0,29051.0,0.0,0.0,0.0,48.0,3.0,,2628.0,0.0,1.0,0.5555555555555556,3.5294117647058822,0.2219449806422928,664.0,18.0,,0.0,0.0,216.0,0.0,0.0,1.0958904109589045,0.2526636225266362,aram
A1phaG0,1,0.0,1306.6349190876329,9.0,661.9784916863528,2.6666666666666665,0.6274509803921569,31.0,0.0,0.0,95.0,0.0,0.2038055920278625,0.0,24.0,0.0,126.0,1739.0,1739.0,0.0,0.0,8.0,12.0,0.0,,,18141.0,14004.0,0.0,0.0,0.0,57.0,31.0,,1269.0,0.0,0.0,0.6274509803921569,2.6666666666666665,0.1611551791673689,285.0,17.0,,0.0,0.0,45.0,0.0,0.0,2.695035460992908,0.2245862884160756,aram
A7PHV,1,100.0,2878.1890645375643,2.0,693.4807651787288,4.363636363636363,0.676056338028169,24.0,0.0,1.0,42.0,0.0,0.3771735241206346,0.0,41.0,0.0,115.0,3870.0,3870.0,0.0,0.0,7.0,11.0,0.0,,,30024.0,17143.0,0.0,0.0,0.0,77.0,24.0,,1483.0,0.0,2.0,0.676056338028169,4.363636363636363,0.116969326907565,304.0,18.0,,0.0,0.0,391.0,0.0,0.0,3.115306810519218,0.2049898853674983,aram
AASHERXx,1,0.0,1502.9262460487707,8.0,616.2694934115601,1.6428571428571428,0.5227272727272727,13.0,0.0,0.0,69.0,0.0,0.1957970175256981,0.0,17.0,0.0,523.0,1029.0,1029.0,0.0,1.0,6.0,14.0,0.0,,,16503.0,11714.0,0.0,0.0,0.0,31.0,13.0,,1140.0,0.0,3.0,0.5227272727272727,1.6428571428571428,0.1760219432825179,317.0,17.0,,0.0,0.0,184.0,2.0,0.0,1.631578947368421,0.2780701754385964,aram
AAron6,1,100.0,1317.2104529608337,4.0,773.9243698767514,6.0,0.7777777777777778,19.0,0.0,0.0,47.0,0.0,0.2004737108115737,0.0,27.0,0.0,110.0,1582.0,1582.0,0.0,0.0,15.0,7.0,0.0,,,16329.0,12771.0,0.0,0.0,0.0,30.0,19.0,,990.0,0.0,2.0,0.7777777777777778,6.0,0.1324170615126573,174.0,16.0,,0.0,0.0,196.0,0.0,0.0,1.818181818181818,0.1757575757575757,aram
ABG xSkailarx,1,100.0,1700.7072455757277,0.0,824.5910140860252,7.333333333333333,0.8148148148148148,13.0,0.0,0.0,14.0,0.0,0.2695553429962065,0.0,19.0,0.0,4.0,304.0,304.0,0.0,0.0,3.0,3.0,0.0,,,5451.0,5131.0,0.0,0.0,0.0,13.0,13.0,,373.0,0.0,0.0,0.8148148148148148,7.333333333333333,0.1611727857047972,57.0,9.0,,0.0,0.0,31.0,0.0,0.0,2.091152815013405,0.1528150134048257,aram
